4.835005989070122467e-01,-1.091079374268420638e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02
4.548507515960765746e-01,-5.470180406523258293e-02,-2.197905704102498248e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02
8.119681807996687040e-01,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.461132522346919926e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02
5.360257064576565700e-01,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-9.394859844518470282e-02,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03
6.121990867985938056e-01,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.395779817148253610e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02
8.796927054892780262e-01,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.903267631310166297e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02
5.932151058374964814e-01,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.570621808225282412e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02
5.750572815774919189e-01,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-3.529319644779755488e-02,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02
8.548304798302488461e-01,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.219190996256621695e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02
4.914736803935311760e-01,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-9.590004973216341433e-02,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00
7.834489645515843037e-01,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.965247968236229270e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02
8.862663849937482130e-01,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-1.456076949479661320e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02
8.472200848485920144e-01,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-3.673016950768230593e-02,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02
7.348874434178916948e-01,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.175556644082172197e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02
5.829642377467294523e-01,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-9.690335951586415142e-02,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02
5.560817715302425190e-01,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.991234471244985094e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03
8.103016771921576211e-01,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.939347373563565569e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02
8.375567412782628507e-01,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-1.968402054061741957e-01,5.470180406523258293e-02,2.988628467887220752e-02
6.780825906455617558e-01,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-3.894793468551527305e-02,5.470180406523258293e-02
5.515898533539097537e-01,5.470180406523258293e-02,2.988628467887220752e-02,1.938585090962880939e-02,-5.972848539926811813e-03,4.384075700174901863e-02,-3.028085429856995636e-02,2.775864604314001033e-02,-7.783035801409252108e-02,-6.149096937046807237e-02,0.000000000000000000e+00,6.149096937046807237e-02,7.783035801409252108e-02,-2.775864604314001033e-02,3.028085429856995636e-02,-4.384075700174901863e-02,5.972848539926811813e-03,-1.938585090962880939e-02,-2.988628467887220752e-02,-5.470180406523258293e-02,-2.060582993025087128e-01
